# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-ENAD-34
# Selected columns: 11 (all)
# Timestamp: Wed, 16-Jul-2025 14:08:40
Gene ID	Gene Name	CD14-positive, CD16-negative classical monocyte, non smoker	CD14-positive, CD16-negative classical monocyte, not available	CD14-positive, CD16-negative classical monocyte, past smoker	CD4-positive, alpha-beta T cell, non smoker	CD4-positive, alpha-beta T cell, not available	CD4-positive, alpha-beta T cell, past smoker	CD4-positive, alpha-beta T cell, smoker	mature neutrophil, non smoker	mature neutrophil, not available	mature neutrophil, past smoker	mature neutrophil, smoker
ENSG00000276063	ENSG00000276063	0.1	0.2	0.2					0.3	0.3	0.3	0.1
ENSG00000276070	CCL4L2	2.0	3.0	2.0					1.0	1.0	1.0	1.0
ENSG00000276071	ENSG00000276071	0.2	0.2	0.2	1.0	1.0	1.0	0.5	0.1	0.1	0.1	0.1
ENSG00000276075	ENSG00000276075	0.2	0.2	0.2	0.2	0.2	0.1	0.3		0.1		
ENSG00000276083	MIR7976	11.0	10.0	9.0	1.0	0.7	0.8					
ENSG00000276085	CCL3L1	20.0	21.0	19.0					2.0	2.0	1.0	0.4
ENSG00000276087	ENSG00000276087	0.1	0.1	0.1								
ENSG00000276092	ENSG00000276092				0.2	0.2	0.1	0.1				
ENSG00000276093	ENSG00000276093	0.2	0.2	0.2					0.4	0.4	0.4	0.2
ENSG00000276096	Metazoa_SRP	0.5	0.4	0.4	1.0	1.0	1.0	0.5				0.1
ENSG00000276097	ENSG00000276097	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.6	0.6	0.7	0.3
ENSG00000276102	MIR6747		0.4		2.0	2.0	2.0	2.0	0.5		0.5	1.0
ENSG00000276103	U4	2.0	1.0	2.0	6.0	6.0	6.0	4.0	2.0	2.0	2.0	6.0
ENSG00000276107	THBS1-IT1	117.0	97.0	104.0								
ENSG00000276115	ENSG00000276115	0.1	0.2	0.2	0.6	0.7	0.6	0.9				
ENSG00000276116	FUT8-AS1				0.6	0.6	0.6	0.5				
ENSG00000276124	MIR6855	0.4	0.4	0.4	2.0	1.0	1.0	0.4	0.5		0.4	
ENSG00000276135	ENSG00000276135	0.1	0.1	0.1								
ENSG00000276136	ENSG00000276136	3.0	3.0	3.0	15.0	15.0	15.0	11.0	34.0	37.0	33.0	28.0
ENSG00000276137	MIR6133	0.2	0.3	0.2				2.0		0.1		
ENSG00000276141	WHAMMP3	0.1	0.1	0.1	2.0	2.0	2.0	2.0				
ENSG00000276147	MIR548AY	0.6	0.8	0.6			0.4		2.0	2.0	2.0	0.5
ENSG00000276148	ENSG00000276148	4.0	4.0	4.0	7.0	6.0	6.0	6.0	0.2	0.2	0.2	
ENSG00000276156	ENSG00000276156	0.3	0.3	0.3	0.9	1.0	0.8	0.9				
ENSG00000276166	ENSG00000276166								0.1	0.1	0.1	0.1
ENSG00000276169	MIR6871				5.0	5.0	4.0	7.0				
ENSG00000276172	ELMO2P1											0.1
ENSG00000276174	ENSG00000276174	3.0	3.0	3.0	2.0	3.0	2.0	0.5	6.0	5.0	6.0	5.0
ENSG00000276176	MIR6090					0.8		0.5				
ENSG00000276179	ENSG00000276179				0.2	0.2	0.2					
ENSG00000276180	H4C9	4.0	5.0	4.0	3.0	3.0	3.0	2.0	4.0	5.0	5.0	5.0
ENSG00000276182	ENSG00000276182	12.0	12.0	12.0	9.0	9.0	9.0	7.0	18.0	17.0	17.0	8.0
ENSG00000276188	ENSG00000276188	0.5	0.5	0.5	0.5	0.5	0.6	0.4	0.1	0.1	0.1	0.1
ENSG00000276213	Metazoa_SRP	1.0	2.0	2.0	0.1	0.1	0.2					0.4
ENSG00000276214	ENSG00000276214	0.3	0.2	0.2	0.1	0.1		0.1	0.3	0.3	0.3	0.3
ENSG00000276216	ENSG00000276216	117.0	139.0	120.0	32.0	33.0	36.0	10.0	0.3	0.2	0.4	0.4
ENSG00000276231	PIK3R6	4.0	4.0	4.0	0.3	0.2	0.2	0.3	2.0	2.0	2.0	1.0
ENSG00000276234	TADA2A	3.0	3.0	3.0	5.0	5.0	5.0	5.0	0.4	0.4	0.3	0.3
ENSG00000276240	OR4E1				0.1	0.1	0.1	0.1				
ENSG00000276248	ENSG00000276248	0.5	0.5	0.5	0.3	0.3	0.2	0.3	1.0	0.9	1.0	0.7
ENSG00000276250	ENSG00000276250	1.0	0.9	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0
ENSG00000276255	LINC02809	0.2	0.2	0.2	0.3	0.3	0.3	0.1	0.2	0.2	0.2	0.2
ENSG00000276259	ENSG00000276259	1.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.7
ENSG00000276270	MIR6799	0.4							0.4	0.5	0.5	
ENSG00000276282	ENSG00000276282	1.0	1.0	1.0	0.7	0.7	0.6	0.7	2.0	2.0	2.0	1.0
ENSG00000276289	KCNE1B	0.1	0.1	0.1					0.1	0.1	0.1	
ENSG00000276291	FRG1HP	6.0	6.0	6.0	12.0	12.0	12.0	11.0	4.0	4.0	4.0	5.0
ENSG00000276292	ENSG00000276292	0.8	0.6	0.8	1.0	1.0	1.0	1.0	0.4	0.5	0.5	0.4
ENSG00000276293	PIP4K2B	11.0	11.0	11.0	22.0	23.0	22.0	23.0	4.0	4.0	4.0	4.0
ENSG00000276298	ENSG00000276298	0.1	0.1	0.1	1.0	1.0	1.0	1.0				
ENSG00000276302	ENSG00000276302	0.1	0.1	0.1	0.4	0.4	0.3	0.4				0.1
ENSG00000276317	ENSG00000276317	1.0	2.0	1.0	3.0	3.0	3.0	2.0	2.0	2.0	1.0	3.0
ENSG00000276326	MIR2909	2.0	2.0	2.0	2.0	2.0	2.0		4.0	4.0	4.0	8.0
ENSG00000276334	ENSG00000276334	8.0	8.0	7.0	6.0	6.0	6.0	5.0	4.0	3.0	4.0	2.0
ENSG00000276337	ENSG00000276337	0.6	0.5	0.5	0.5	0.5	0.5	0.3	0.2	0.1	0.2	0.1
ENSG00000276345	ENSG00000276345	0.1	0.2	0.1	0.2	0.1	0.2	1.0				
ENSG00000276350	MIR6858	0.4	0.2	0.4								
ENSG00000276362	ENSG00000276362	0.1	0.1	0.1	9.0	10.0	9.0	7.0				
ENSG00000276368	H2AC14	0.3	0.4	0.3	2.0	2.0	2.0	1.0	0.4	0.5	0.4	0.6
ENSG00000276384	ENSG00000276384	0.2	0.2	0.2	0.2	0.3	0.2	0.1	0.1	0.1	0.1	
ENSG00000276385	ENSG00000276385	0.2	0.2	0.2								0.1
ENSG00000276386	CNTNAP3P2								0.1	0.1	0.1	0.1
ENSG00000276390	ENSG00000276390	2.0	2.0	2.0	2.0	2.0	2.0	1.0	4.0	4.0	4.0	3.0
ENSG00000276393	ENSG00000276393	0.6	0.6	0.5	0.4	0.4	0.4	0.1	0.1	0.1	0.1	0.2
ENSG00000276396	Metazoa_SRP	9.0	8.0	9.0	0.2	0.3	0.3	0.1	19.0	18.0	25.0	14.0
ENSG00000276404	MIR6835	1.0	1.0	1.0	2.0	2.0	2.0	4.0	0.5	0.4	0.5	0.8
ENSG00000276405	TRBV13		0.1	0.1	8.0	8.0	9.0	6.0				
ENSG00000276406	ENSG00000276406	0.5	0.4	0.4	0.4	0.4	0.3	0.2				
ENSG00000276407	ENSG00000276407		0.1									
ENSG00000276408	ENSG00000276408											0.2
ENSG00000276410	H2BC3	1.0	2.0	1.0	8.0	8.0	8.0	10.0	1.0	2.0	1.0	1.0
ENSG00000276412	ENSG00000276412		0.1					0.1	0.3	0.1	0.3	0.2
ENSG00000276413	ENSG00000276413								0.8	0.5	0.7	
ENSG00000276417	ENSG00000276417				0.2	0.3	0.2	0.1				
ENSG00000276422	ENSG00000276422								0.2	0.2	0.2	0.6
ENSG00000276434	ENSG00000276434				0.1	0.2	0.1	0.3				
ENSG00000276436	ENSG00000276436	0.1	0.1	0.1				0.1	0.1	0.1	0.1	0.3
ENSG00000276445	ENSG00000276445				0.1	0.1	0.1	0.4	0.1	0.1	0.1	
ENSG00000276449	ENSG00000276449	0.1	0.1	0.1	0.6	0.6	0.6	0.6				
ENSG00000276454	ENSG00000276454				1.0	1.0	1.0	1.0				
ENSG00000276471	ENSG00000276471	5.0	4.0	4.0					5.0	5.0	6.0	3.0
ENSG00000276476	LINC00540	0.2	0.3	0.2	0.9	1.0	1.0	2.0				
ENSG00000276486	ENSG00000276486	1.0	1.0	1.0	0.4	0.5	0.5	0.1	2.0	2.0	2.0	0.8
ENSG00000276488	ENSG00000276488	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0
ENSG00000276489	MIR6829	0.6	0.4	0.7								0.8
ENSG00000276493	Metazoa_SRP	0.1						0.2				
ENSG00000276505	ENSG00000276505	0.3	0.5	0.3	0.2	0.3	0.1					
ENSG00000276508	ENSG00000276508						0.1					
ENSG00000276509	ENSG00000276509	0.1	0.1	0.1								
ENSG00000276514	ENSG00000276514	8.0	8.0	8.0					4.0	4.0	4.0	3.0
ENSG00000276517	ENSG00000276517	9.0	9.0	10.0	7.0	7.0	7.0	4.0	4.0	4.0	4.0	3.0
ENSG00000276519	ENSG00000276519	0.1	0.1	0.1					0.2	0.1	0.2	
ENSG00000276522	RN7SL462P											0.1
ENSG00000276523	ENSG00000276523	2.0	2.0	2.0	5.0	5.0	5.0	6.0	9.0	8.0	9.0	11.0
ENSG00000276524	ENSG00000276524	0.5	0.7	0.5	0.1	0.1	0.1					
ENSG00000276529	ENSG00000276529	0.4	0.4	0.4	2.0	2.0	2.0	2.0			0.1	0.1
ENSG00000276531	SNX19P4	1.0	1.0	1.0	0.2	0.2	0.2		1.0	1.0	1.0	0.8
ENSG00000276533	ENSG00000276533	7.0	7.0	7.0	2.0	2.0	2.0	2.0	9.0	8.0	9.0	7.0
ENSG00000276538	ENSG00000276538				0.5	0.9	0.4	1.0				
ENSG00000276542	ENSG00000276542	0.4	0.6	0.4								
ENSG00000276545	PCDHGB9P				0.1		0.1	0.1				
ENSG00000276547	PCDHGB5				0.2	0.1	0.2	0.1				
ENSG00000276550	HERC2P2	3.0	3.0	3.0	6.0	6.0	5.0	4.0	0.1	0.1	0.1	
ENSG00000276557	TRBV18	0.1	0.1	0.1	29.0	26.0	29.0	29.0				
ENSG00000276563	ENSG00000276563	0.4	0.5	0.6								
ENSG00000276564	ENSG00000276564	0.3	0.4	0.3	1.0	1.0	0.9	0.8				
ENSG00000276566	IGKV1D-13				0.1			9.0				
ENSG00000276568	Metazoa_SRP	0.3	0.4	0.3	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1
ENSG00000276570	ENSG00000276570	0.3	0.3	0.3	0.5	0.5	0.5	1.0	0.3	0.4	0.3	0.4
ENSG00000276571	ENSG00000276571	2.0	2.0	1.0	3.0	3.0	3.0	2.0	0.1	0.1	0.1	
ENSG00000276573	ENSG00000276573	3.0	3.0	3.0	2.0	2.0	2.0	2.0	0.7	0.7	0.8	1.0
ENSG00000276575	MIR6895	2.0	2.0	2.0	4.0	4.0	3.0	2.0	2.0	1.0	2.0	3.0
ENSG00000276576	MRPL30P1							0.1				
ENSG00000276578	ENSG00000276578				0.2	0.2	0.2	0.1				
ENSG00000276580	MIR8055	0.6	0.5	0.6	1.0	1.0	1.0	0.8				
ENSG00000276584	MIR6737											0.5
ENSG00000276593	ENSG00000276593	0.1	0.1	0.1	0.2	0.3	0.2	0.3	0.1	0.1	0.1	
ENSG00000276597	TRBV11-3				3.0	4.0	4.0	3.0				
ENSG00000276600	RAB7B	0.1	0.1	0.1								
ENSG00000276603	ENSG00000276603	5.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0
ENSG00000276620	ENSG00000276620	0.7	0.6	0.7	0.7	0.7	0.7		0.1			0.1
ENSG00000276633	ENSG00000276633				0.1	0.1	0.1		0.2	0.2	0.2	
ENSG00000276641	MIR6769A	1.0	1.0	1.0	0.8	1.0	1.0	2.0	3.0	3.0	3.0	7.0
ENSG00000276644	DACH1	1.0	0.8	1.0	0.1	0.2	0.1	0.1	1.0	1.0	1.0	1.0
ENSG00000276645	Metazoa_SRP	0.8	0.7	0.6	0.8	0.9	0.7	0.6	0.3	0.3	0.3	0.4
ENSG00000276649	ENSG00000276649	2.0	2.0	2.0					8.0	9.0	9.0	8.0
ENSG00000276651	ENSG00000276651	0.8	0.8	0.8	0.2	0.2	0.2	0.1	0.4	0.4	0.4	0.3
ENSG00000276662	ENSG00000276662	2.0	1.0	1.0	3.0	3.0	3.0	3.0				
ENSG00000276663	ENSG00000276663	0.6	0.6	0.7	2.0	2.0	2.0	2.0	0.6	0.5	0.6	0.5
ENSG00000276667	ENSG00000276667							0.2				
ENSG00000276668	ENSG00000276668							0.1				
ENSG00000276672	ENSG00000276672	1.0	1.0	1.0	0.8	0.8	0.8	1.0	0.2	0.1	0.2	0.1
ENSG00000276689	ENSG00000276689	0.1	0.1						0.1		0.1	
ENSG00000276691	ENSG00000276691	0.6	0.6	0.7	0.6	0.7	0.6	0.7	2.0	2.0	2.0	1.0
ENSG00000276696	Y_RNA	0.8	0.8	0.6	1.0	2.0	1.0	1.0	0.3	0.3	0.2	
ENSG00000276698	ENSG00000276698	0.7	0.7	0.6	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0
ENSG00000276699	TRAJ36	0.5	0.5	0.5	57.0	59.0	58.0	33.0				
ENSG00000276700	ENSG00000276700							0.4				
ENSG00000276702	ENSG00000276702	0.1	0.1	0.1	0.3	0.3	0.3	0.2				
ENSG00000276703	RPS29P32							0.4	2.0	2.0	2.0	
ENSG00000276704	ENSG00000276704	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.4	0.4	0.4	0.3
ENSG00000276706	ENSG00000276706	3.0	4.0	4.0					0.2	0.2	0.1	
ENSG00000276710	CSPG4P10				0.3	0.3	0.3	0.1				
ENSG00000276712	MIR7111	8.0	8.0	9.0	8.0	6.0	8.0	8.0				
ENSG00000276718	ENSG00000276718	2.0	2.0	2.0	5.0	5.0	5.0	6.0	6.0	5.0	5.0	4.0
ENSG00000276724	ENSG00000276724	0.2	0.3	0.2	0.1	0.1	0.1					
ENSG00000276727	ENSG00000276727	0.1	0.1	0.1								
ENSG00000276728	ENSG00000276728	2.0	1.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0
ENSG00000276729	Metazoa_SRP	0.1	0.1	0.1	0.2	0.3	0.2	0.1	0.3	0.4	0.3	0.4
ENSG00000276730	ENSG00000276730	0.8	0.7	0.9	4.0	5.0	4.0	3.0				
ENSG00000276735	Metazoa_SRP	0.5	0.5	0.6	0.3	0.3	0.3	0.2	0.6	0.5	0.6	0.2
ENSG00000276742	ENSG00000276742	0.3	0.3	0.3	1.0	2.0	1.0	1.0				
ENSG00000276744	ENSG00000276744	1.0	1.0	1.0	1.0	1.0	1.0	0.5	2.0	2.0	2.0	2.0
ENSG00000276746	Metazoa_SRP	0.4	0.4	0.4	0.2	0.2	0.2	0.1	0.1	0.1	0.1	0.2
ENSG00000276747	PADI6	0.3	0.2	0.3					0.1	0.1		
ENSG00000276754	ENSG00000276754	0.5	0.5	0.4	0.7	1.0	0.9	0.3	0.2	0.2	0.2	0.1
ENSG00000276755	ENSG00000276755											0.3
ENSG00000276757	RN7SL192P	1.0	2.0	1.0	2.0	2.0	2.0	1.0	0.2	0.3	0.3	0.3
ENSG00000276758	ENSG00000276758	77.0	76.0	84.0					41.0	47.0	46.0	54.0
ENSG00000276763	ENSG00000276763	0.6	0.7	0.7	0.5	0.4	0.4	0.4	0.1	0.1		
ENSG00000276768	ENSG00000276768	0.1	0.1	0.2	0.6	0.8	0.5	0.8	0.1	0.2	0.2	0.1
ENSG00000276769	MIR6752				0.8	1.0	0.9	2.0				
ENSG00000276770	MIR6780B	0.4	0.5	0.4	0.7		0.8					
ENSG00000276775	IGHV4-4				1.0	1.0	0.7	0.2				
ENSG00000276790	ENSG00000276790	0.1	0.1	0.1								
ENSG00000276791	ENSG00000276791	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0
ENSG00000276805	ENSG00000276805	0.3	0.3	0.3	0.1	0.1	0.1	0.3	0.3	0.3	0.3	0.1
ENSG00000276809	ENSG00000276809	5.0	5.0	5.0	0.8	0.7	0.8	0.7	11.0	9.0	12.0	5.0
ENSG00000276810	ENSG00000276810	0.1	0.2	0.1	0.1	0.1	0.1					
ENSG00000276814	ENSG00000276814	0.7	0.8	0.7	1.0	1.0	1.0	1.0	0.5	0.4	0.5	
ENSG00000276819	TRBV15	0.1	0.1	0.1	10.0	10.0	10.0	9.0				
ENSG00000276823	Metazoa_SRP	0.3	0.3	0.2	0.2	0.2	0.2	0.4	0.1	0.1	0.1	0.2
ENSG00000276824	MIR7159							0.4				
ENSG00000276830	MIR6730				4.0	4.0	4.0	4.0				
ENSG00000276831	ENSG00000276831	1.0	1.0	1.0	0.4	0.3	0.5		0.6	0.5	0.5	0.1
ENSG00000276832	CDRT15P6				0.1	0.1	0.1					
ENSG00000276840	PMS2P10	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1		
ENSG00000276842	ENSG00000276842	15.0	14.0	14.0	13.0	14.0	12.0	19.0	61.0	57.0	60.0	46.0
ENSG00000276846	ENSG00000276846				0.1	0.1	0.1					0.1
ENSG00000276851	ENSG00000276851				0.1	0.1	0.1	0.3				
ENSG00000276853	ENSG00000276853	8.0	9.0	8.0	9.0	9.0	10.0	7.0	9.0	8.0	9.0	5.0
ENSG00000276855	ENSG00000276855	0.2	0.2	0.2								
ENSG00000276863	ENSG00000276863	1.0	1.0	1.0	0.7	0.8	0.6	0.3	2.0	2.0	2.0	1.0
ENSG00000276867	ENSG00000276867		0.1		3.0	4.0	4.0	1.0				
ENSG00000276868	ENSG00000276868				0.5	0.4	0.5					
ENSG00000276900	ENSG00000276900	4.0	4.0	4.0	1.0	1.0	1.0	1.0	27.0	25.0	25.0	20.0
ENSG00000276903	H2AC16	3.0	3.0	3.0	4.0	4.0	5.0	3.0	1.0	2.0	1.0	3.0
ENSG00000276916	ENSG00000276916	0.6	0.6	0.6	0.5	0.3	0.5	0.4	1.0	1.0	1.0	1.0
ENSG00000276925	ENSG00000276925	0.9	0.7	0.6	2.0	2.0	2.0	2.0	5.0	5.0	5.0	4.0
ENSG00000276926	MIR6797	1.0	1.0	1.0	4.0	4.0	4.0	4.0		0.4		
ENSG00000276931	ENSG00000276931	1.0	1.0	1.0	2.0	2.0	2.0	0.9	0.3	0.3	0.3	0.4
ENSG00000276934	ENSG00000276934	3.0	3.0	3.0	3.0	3.0	3.0	2.0	0.9	1.0	1.0	1.0
ENSG00000276945	ENSG00000276945	0.7	0.7	0.7	0.8	1.0	0.8	0.8				
ENSG00000276950	GSTT4				0.1	0.1						
ENSG00000276952	ENSG00000276952	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.2	0.2	0.2	0.4
ENSG00000276953	TRBV12-4	0.1	0.1	0.1	14.0	15.0	14.0	14.0				
ENSG00000276956	RN7SL769P											0.2
ENSG00000276957	ENSG00000276957			0.1	0.3	0.3	0.3	0.5	0.1	0.1	0.1	
ENSG00000276961	MIR7848	11.0	8.0	10.0	4.0	5.0	4.0	3.0	40.0	38.0	44.0	61.0
ENSG00000276966	H4C5	45.0	46.0	48.0	133.0	132.0	139.0	50.0	6.0	7.0	6.0	7.0
ENSG00000276968	ENSG00000276968	2.0	2.0	2.0	3.0	3.0	3.0	3.0	0.8	0.8	0.8	0.5
ENSG00000276975	HYDIN2							0.1				
ENSG00000276984	ENSG00000276984				0.4	0.4	0.4	0.1				
ENSG00000276988	Metazoa_SRP	0.5	0.5	0.4	0.9	1.0	0.8	1.0				0.2
ENSG00000276992	ENSG00000276992								0.2	0.2	0.2	0.2
ENSG00000276997	ENSG00000276997	0.1	0.1	0.1	0.1	0.1	0.1		0.4	0.5	0.5	0.3
ENSG00000277001	Metazoa_SRP	0.2	0.2	0.2					3.0	3.0	3.0	3.0
ENSG00000277007	ENSG00000277007	0.1	0.1	0.1	0.4	0.4	0.4	0.7	0.2	0.2	0.2	0.1
ENSG00000277020	ENSG00000277020	0.2	0.2	0.2				0.2	0.2	0.2	0.2	0.6
ENSG00000277022	ENSG00000277022	0.1	0.1	0.1	0.2	0.3	0.3	0.1				
ENSG00000277035	ENSG00000277035	4.0	4.0	3.0	1.0	1.0	1.0	0.8	3.0	3.0	4.0	3.0
ENSG00000277039	Metazoa_SRP	0.6	0.7	0.7	0.5	0.5	0.4	0.1	0.1	0.1	0.1	
ENSG00000277049	RNA5SP530	0.2	0.2	0.2					0.5	0.6	0.5	1.0
ENSG00000277050	ENSG00000277050				0.1	0.1	0.1	0.2				
ENSG00000277051	Metazoa_SRP	0.1					0.1	0.2		0.1	0.1	0.2
ENSG00000277052	MIR6763						0.6	0.4				
ENSG00000277053	GTF2IP1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.4	0.3	0.5
ENSG00000277057	MIR6779	0.4	0.2	0.4				0.4	0.8	1.0	1.0	3.0
ENSG00000277072	STAG3L2	1.0	1.0	1.0	3.0	3.0	3.0	2.0	0.6	0.6	0.7	0.6
ENSG00000277073	MIR6131								2.0	2.0	2.0	3.0
ENSG00000277075	H2AC8	22.0	24.0	22.0	106.0	102.0	105.0	49.0	6.0	10.0	7.0	9.0
ENSG00000277083	PRSS3P3					0.1		0.1				
ENSG00000277087	ENSG00000277087	0.1	0.1	0.1	0.3	0.3	0.2	0.3			0.1	0.1
ENSG00000277103	ENSG00000277103				0.3	0.3	0.3	0.5				
ENSG00000277117	ENSG00000277117	0.4	0.3	0.4				0.1				
ENSG00000277118	Metazoa_SRP	0.1	0.1	0.1							0.1	0.1
ENSG00000277127	Metazoa_SRP	0.1	0.1	0.1	0.2	0.1	0.2	0.1				
ENSG00000277130	ENSG00000277130	7.0	8.0	7.0	8.0	8.0	8.0	6.0	17.0	17.0	17.0	10.0
ENSG00000277138	MIR6509	1.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	0.9	1.0	2.0
ENSG00000277142	LINC00235	0.5	0.5	0.5	1.0	2.0	1.0	0.8				0.1
ENSG00000277143	ENSG00000277143	1.0	1.0	1.0	0.7	0.7	0.7	0.1	0.3	0.2	0.3	0.7
ENSG00000277144	ENSG00000277144	0.2	0.2	0.2					0.1		0.1	0.1
ENSG00000277147	LINC00869	0.5	0.6	0.5	2.0	2.0	2.0	2.0	0.8	0.8	0.8	0.6
ENSG00000277149	TYW1B	2.0	3.0	2.0	3.0	3.0	3.0	2.0	0.6	0.6	0.6	0.6
ENSG00000277150	F8A3					0.1		0.1				0.1
ENSG00000277151	ENSG00000277151	2.0	2.0	2.0	1.0	2.0	1.0	0.6	1.0	1.0	1.0	0.7
ENSG00000277152	ENSG00000277152	0.6	0.6	0.6								
ENSG00000277156	TOMM40P1	0.1	0.1	0.1		0.1						
ENSG00000277157	H4C4	24.0	25.0	26.0	60.0	58.0	63.0	21.0	5.0	5.0	4.0	4.0
ENSG00000277159	ENSG00000277159				0.1	0.1	0.1	0.1				
ENSG00000277161	PIGW	2.0	2.0	2.0	3.0	3.0	3.0	3.0	0.2	0.2	0.2	0.3
ENSG00000277170	ENSG00000277170	0.2	0.2	0.2	2.0	2.0	2.0	2.0				
ENSG00000277173	ENSG00000277173		0.1		0.1	0.1	0.1		0.1	0.1	0.1	
ENSG00000277182	ENSG00000277182	0.1	0.1	0.1								
ENSG00000277186	ENSG00000277186	0.1	0.1		0.1	0.1	0.1					
ENSG00000277188	ENSG00000277188	0.4	0.3	0.2				0.5				
ENSG00000277196	ENSG00000277196							0.1				
ENSG00000277198	RN7SL270P	0.2	0.2	0.1	0.4	0.4	0.3	0.2				0.2
ENSG00000277200	ENSG00000277200				0.1	0.1	0.1	0.1				
ENSG00000277203	ENSG00000277203	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0
ENSG00000277218	ENSG00000277218	0.3	0.2	0.3	1.0	1.0	1.0	1.0				
ENSG00000277224	H2BC7	2.0	2.0	2.0	10.0	9.0	10.0	8.0	14.0	18.0	15.0	12.0
ENSG00000277229	ENSG00000277229				0.1	0.1	0.1	0.1	0.7	0.7	0.7	0.1
ENSG00000277232	GTSE1-DT	0.4	0.4	0.4	0.4	0.4	0.4	0.3	0.5	0.5	0.5	0.7
ENSG00000277233	Metazoa_SRP	2.0	2.0	1.0	0.4	0.4	0.4	0.2	1.0	1.0	1.0	0.3
ENSG00000277235	ENSG00000277235								0.2	0.2	0.2	0.6
ENSG00000277246	ENSG00000277246	2.0	3.0	3.0	0.5	0.7	0.4	0.4	5.0	5.0	5.0	3.0
ENSG00000277250	Metazoa_SRP	0.1		0.1	0.3	0.2	0.2					
ENSG00000277255	MIR7854	6.0	5.0	5.0					6.0	6.0	7.0	5.0
ENSG00000277258	PCGF2	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
ENSG00000277264	MIR6833									0.4		0.9
ENSG00000277265	RN7SL556P	0.1	0.1	0.1	2.0	2.0	2.0	2.0				
ENSG00000277282	IGHV1OR21-1							0.1				
ENSG00000277283	ENSG00000277283	0.7	0.7	0.7	2.0	2.0	2.0	2.0	0.2	0.2	0.2	0.1
ENSG00000277290	ENSG00000277290	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	4.0	6.0	4.0
ENSG00000277299	ENSG00000277299	2.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0
ENSG00000277301	ENSG00000277301	0.1	0.1	0.1	7.0	8.0	7.0	9.0				
ENSG00000277308	Metazoa_SRP								0.2	0.2	0.2	
ENSG00000277310	ENSG00000277310	0.1	0.1	0.1	0.7	0.9	0.6	0.9	0.3	0.2	0.2	
ENSG00000277324	ENSG00000277324	0.4	0.4	0.4	0.1	0.1	0.1		0.4	0.4	0.4	0.2
ENSG00000277327	SPDYE20P							0.1				
ENSG00000277332	ENSG00000277332							0.1				
ENSG00000277342	ENSG00000277342	0.3	0.4	0.3	0.9	1.0	0.9	0.7	0.2	0.2	0.2	
ENSG00000277349	CICP25	0.1	0.1	0.1					0.6	0.7	0.8	0.8
ENSG00000277350	ENSG00000277350								0.1	0.1	0.1	
ENSG00000277358	ENSG00000277358	0.7	0.8	0.7	0.7	1.0	0.8		1.0	1.0	1.0	1.0
ENSG00000277368	ENSG00000277368	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.1	0.1	0.1	0.1
ENSG00000277369	ENSG00000277369	5.0	5.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7
ENSG00000277371	Metazoa_SRP	0.5	0.4	0.5	0.5	0.5	0.5	0.6				
ENSG00000277382	ENSG00000277382	0.2	0.2	0.2					0.3	0.2	0.3	2.0
ENSG00000277383	ENSG00000277383	0.5	0.5	0.5	0.3	0.3	0.3	0.4	0.8	0.9	0.7	2.0
ENSG00000277386	ENSG00000277386	0.4	0.4	0.4								
ENSG00000277388	MIR8053										0.4	
ENSG00000277399	GPR179					0.1						
ENSG00000277402	MIR6891	3.0	2.0	4.0	3.0	2.0	3.0	2.0	5.0	4.0	5.0	7.0
ENSG00000277406	SEC22B4P	7.0	9.0	8.0	4.0	4.0	4.0	4.0	0.4	0.3	0.4	0.3
ENSG00000277411	5S_rRNA	8.0	8.0	8.0	3.0	3.0	4.0	0.6	9.0	9.0	9.0	11.0
ENSG00000277413	ENSG00000277413				0.3	0.3	0.4					
ENSG00000277423	ENSG00000277423	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.3	0.3	0.3	0.1
ENSG00000277425	ENSG00000277425	0.4	0.4	0.3	1.0	2.0	1.0	1.0	0.5	0.4	0.5	0.6
